"","SECTOR_DESC","SHORT_DESC","COMMODITY_DESC","AGG_LEVEL_DESC","STATE_FIPS_CODE","STATE_ALPHA","STATE_NAME","COUNTY_CODE","COUNTY_NAME","To_acres","fips","crop","Ir_acres","Pct_irr"
"766","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","009","CURRY",25444,"35009","HAY, (EXCL ALFALFA)",7032,27.64
"767","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","013","DONA ANA",5449,"35013","HAY, (EXCL ALFALFA)",5448,99.98
"768","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","025","LEA",3874,"35025","HAY, (EXCL ALFALFA)",3547,91.56
"769","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",49,"UT","UTAH","031","PIUTE",261,"49031","HAYLAGE, (EXCL ALFALFA)",261,100
"770","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",49,"UT","UTAH","039","SANPETE",2452,"49039","HAYLAGE, (EXCL ALFALFA)",2170,88.5
"771","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","033","MORA",3133,"35033","HAY, (EXCL ALFALFA)",2451,78.23
"772","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",49,"UT","UTAH","043","SUMMIT",1231,"49043","HAYLAGE, (EXCL ALFALFA)",1191,96.75
"773","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","037","QUAY",4914,"35037","HAY, (EXCL ALFALFA)",2150,43.75
"774","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",5742,"35039","HAY, (EXCL ALFALFA)",5585,97.27
"775","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","041","ROOSEVELT",22786,"35041","HAY, (EXCL ALFALFA)",10927,47.95
"776","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","043","SANDOVAL",501,"35043","HAY, (EXCL ALFALFA)",501,100
"777","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",5657,"35045","HAY, (EXCL ALFALFA)",5577,98.59
"778","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","047","SAN MIGUEL",1710,"35047","HAY, (EXCL ALFALFA)",1395,81.58
"779","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","055","TAOS",3874,"35055","HAY, (EXCL ALFALFA)",3853,99.46
"780","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","057","TORRANCE",1722,"35057","HAY, (EXCL ALFALFA)",1722,100
"781","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","059","UNION",5339,"35059","HAY, (EXCL ALFALFA)",2832,53.04
"782","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",35,"NM","NEW MEXICO","061","VALENCIA",2461,"35061","HAY, (EXCL ALFALFA)",2458,99.88
"783","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","001","BERNALILLO",177,"35001","HAYLAGE",124,70.06
"784","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","005","CHAVES",5677,"35005","HAYLAGE",5677,100
"785","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","006","CIBOLA",30,"35006","HAYLAGE",30,100
"786","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","009","CURRY",19164,"35009","HAYLAGE",13038,68.03
"787","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","011","DE BACA",39,"35011","HAYLAGE",39,100
"788","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","013","DONA ANA",547,"35013","HAYLAGE",547,100
"789","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","025","LEA",2537,"35025","HAYLAGE",2537,100
"790","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","033","MORA",753,"35033","HAYLAGE",666,88.45
"791","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","035","OTERO",22,"35035","HAYLAGE",22,100
"792","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","037","QUAY",524,"35037","HAYLAGE",256,48.85
"793","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",736,"35039","HAYLAGE",733,99.59
"794","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","041","ROOSEVELT",12055,"35041","HAYLAGE",6860,56.91
"795","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","043","SANDOVAL",72,"35043","HAYLAGE",72,100
"796","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",243,"35045","HAYLAGE",235,96.71
"797","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","047","SAN MIGUEL",161,"35047","HAYLAGE",131,81.37
"798","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","049","SANTA FE",12,"35049","HAYLAGE",12,100
"799","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","053","SOCORRO",787,"35053","HAYLAGE",787,100
"800","CROPS","HAYLAGE - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","055","TAOS",404,"35055","HAYLAGE",360,89.11
"801","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","001","BERNALILLO",57,"35001","HAYLAGE, ALFALFA",45,78.95
"802","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","009","CURRY",1655,"35009","HAYLAGE, ALFALFA",1655,100
"803","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","015","EDDY",257,"35015","HAYLAGE, ALFALFA",257,100
"804","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","033","MORA",126,"35033","HAYLAGE, ALFALFA",126,100
"805","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",473,"35039","HAYLAGE, ALFALFA",473,100
"806","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",48,"35045","HAYLAGE, ALFALFA",48,100
"807","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","055","TAOS",247,"35055","HAYLAGE, ALFALFA",241,97.57
"808","CROPS","HAYLAGE, ALFALFA - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","061","VALENCIA",60,"35061","HAYLAGE, ALFALFA",60,100
"809","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","001","BERNALILLO",120,"35001","HAYLAGE, (EXCL ALFALFA)",79,65.83
"810","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","009","CURRY",17509,"35009","HAYLAGE, (EXCL ALFALFA)",11383,65.01
"811","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","033","MORA",627,"35033","HAYLAGE, (EXCL ALFALFA)",540,86.12
"812","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","039","RIO ARRIBA",263,"35039","HAYLAGE, (EXCL ALFALFA)",260,98.86
"813","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","045","SAN JUAN",195,"35045","HAYLAGE, (EXCL ALFALFA)",187,95.9
"814","CROPS","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","HAYLAGE","COUNTY",35,"NM","NEW MEXICO","055","TAOS",157,"35055","HAYLAGE, (EXCL ALFALFA)",119,75.8
"815","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","001","ALAMEDA",3197,"06001","HAY",1470,45.98
"816","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","005","AMADOR",3023,"06005","HAY",2301,76.12
"817","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","007","BUTTE",3201,"06007","HAY",2310,72.16
"818","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","009","CALAVERAS",762,"06009","HAY",416,54.59
"819","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","011","COLUSA",8008,"06011","HAY",6702,83.69
"820","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","013","CONTRA COSTA",6381,"06013","HAY",4037,63.27
"821","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","017","EL DORADO",306,"06017","HAY",282,92.16
"822","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",54533,"06019","HAY",49414,90.61
"823","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","021","GLENN",12204,"06021","HAY",9627,78.88
"824","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","023","HUMBOLDT",4501,"06023","HAY",2240,49.77
"825","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","025","IMPERIAL",251544,"06025","HAY",251544,100
"826","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","029","KERN",65574,"06029","HAY",49881,76.07
"827","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","031","KINGS",29694,"06031","HAY",28150,94.8
"828","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","033","LAKE",1199,"06033","HAY",56,4.67
"829","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","035","LASSEN",32859,"06035","HAY",28980,88.2
"830","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","037","LOS ANGELES",5721,"06037","HAY",3353,58.61
"831","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","039","MADERA",19797,"06039","HAY",17881,90.32
"832","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","045","MENDOCINO",7035,"06045","HAY",2311,32.85
"833","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","047","MERCED",90920,"06047","HAY",79291,87.21
"834","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","049","MODOC",87947,"06049","HAY",83058,94.44
"835","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","051","MONO",7317,"06051","HAY",7317,100
"836","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","053","MONTEREY",9809,"06053","HAY",4924,50.2
"837","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","055","NAPA",1150,"06055","HAY",1006,87.48
"838","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","057","NEVADA",343,"06057","HAY",139,40.52
"839","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","061","PLACER",4267,"06061","HAY",2539,59.5
"840","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","063","PLUMAS",10892,"06063","HAY",8254,75.78
"841","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","065","RIVERSIDE",53114,"06065","HAY",46616,87.77
"842","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","067","SACRAMENTO",21356,"06067","HAY",14939,69.95
"843","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","069","SAN BENITO",4070,"06069","HAY",1816,44.62
"844","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","071","SAN BERNARDINO",9142,"06071","HAY",8901,97.36
"845","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","073","SAN DIEGO",5580,"06073","HAY",1145,20.52
"846","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",69844,"06077","HAY",65464,93.73
"847","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","079","SAN LUIS OBISPO",13237,"06079","HAY",4090,30.9
"848","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","081","SAN MATEO",623,"06081","HAY",115,18.46
"849","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","083","SANTA BARBARA",5411,"06083","HAY",3148,58.18
"850","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","085","SANTA CLARA",3055,"06085","HAY",1086,35.55
"851","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","089","SHASTA",15563,"06089","HAY",10221,65.67
"852","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","091","SIERRA",2314,"06091","HAY",2172,93.86
"853","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",65254,"06093","HAY",56747,86.96
"854","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","095","SOLANO",43067,"06095","HAY",37369,86.77
"855","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","097","SONOMA",12597,"06097","HAY",5129,40.72
"856","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","099","STANISLAUS",48163,"06099","HAY",45935,95.37
"857","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",6702,"06101","HAY",4778,71.29
"858","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",9940,"06103","HAY",5832,58.67
"859","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","105","TRINITY",350,"06105","HAY",276,78.86
"860","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","107","TULARE",72727,"06107","HAY",62509,85.95
"861","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","113","YOLO",43411,"06113","HAY",36247,83.5
"862","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","115","YUBA",3743,"06115","HAY",2521,67.35
"863","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","005","AMADOR",781,"06005","HAY, ALFALFA",760,97.31
"864","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","007","BUTTE",1370,"06007","HAY, ALFALFA",1370,100
"865","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","011","COLUSA",5877,"06011","HAY, ALFALFA",5228,88.96
"866","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","013","CONTRA COSTA",2630,"06013","HAY, ALFALFA",2146,81.6
"867","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",43701,"06019","HAY, ALFALFA",41279,94.46
"868","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","023","HUMBOLDT",624,"06023","HAY, ALFALFA",295,47.28
"869","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","029","KERN",51324,"06029","HAY, ALFALFA",42032,81.9
"870","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","031","KINGS",22717,"06031","HAY, ALFALFA",21359,94.02
"871","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","037","LOS ANGELES",3677,"06037","HAY, ALFALFA",2659,72.31
"872","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","039","MADERA",13997,"06039","HAY, ALFALFA",13255,94.7
"873","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","047","MERCED",62460,"06047","HAY, ALFALFA",55284,88.51
"874","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","049","MODOC",50926,"06049","HAY, ALFALFA",49894,97.97
"875","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","053","MONTEREY",3206,"06053","HAY, ALFALFA",2336,72.86
"876","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","065","RIVERSIDE",41767,"06065","HAY, ALFALFA",41767,100
"877","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","067","SACRAMENTO",8635,"06067","HAY, ALFALFA",7751,89.76
"878","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","077","SAN JOAQUIN",47661,"06077","HAY, ALFALFA",47232,99.1
"879","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","079","SAN LUIS OBISPO",1712,"06079","HAY, ALFALFA",1370,80.02
"880","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","083","SANTA BARBARA",1180,"06083","HAY, ALFALFA",1020,86.44
"881","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","085","SANTA CLARA",620,"06085","HAY, ALFALFA",530,85.48
"882","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","089","SHASTA",3983,"06089","HAY, ALFALFA",1567,39.34
"883","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","091","SIERRA",1077,"06091","HAY, ALFALFA",1050,97.49
"884","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","093","SISKIYOU",46690,"06093","HAY, ALFALFA",41401,88.67
"885","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","095","SOLANO",23103,"06095","HAY, ALFALFA",23051,99.77
"886","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","101","SUTTER",4472,"06101","HAY, ALFALFA",3974,88.86
"887","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","103","TEHAMA",3509,"06103","HAY, ALFALFA",2521,71.84
"888","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","105","TRINITY",154,"06105","HAY, ALFALFA",154,100
"889","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","107","TULARE",52629,"06107","HAY, ALFALFA",50592,96.13
"890","CROPS","HAY, ALFALFA - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","113","YOLO",27667,"06113","HAY, ALFALFA",27315,98.73
"891","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","005","AMADOR",2242,"06005","HAY, (EXCL ALFALFA)",1541,68.73
"892","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","007","BUTTE",1831,"06007","HAY, (EXCL ALFALFA)",940,51.34
"893","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","011","COLUSA",2131,"06011","HAY, (EXCL ALFALFA)",1474,69.17
"894","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","013","CONTRA COSTA",3751,"06013","HAY, (EXCL ALFALFA)",1891,50.41
"895","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","001","ADAMS",10943,"08001","HAY",5004,45.73
"896","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","003","ALAMOSA",26834,"08003","HAY",26649,99.31
"897","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","019","FRESNO",10832,"06019","HAY, (EXCL ALFALFA)",8135,75.1
"898","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","005","ARAPAHOE",4073,"08005","HAY",439,10.78
"899","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","007","ARCHULETA",7047,"08007","HAY",6091,86.43
"900","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","023","HUMBOLDT",3877,"06023","HAY, (EXCL ALFALFA)",1945,50.17
"901","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","009","BACA",14961,"08009","HAY",6119,40.9
"902","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","011","BENT",22492,"08011","HAY",17654,78.49
"903","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","027","INYO",845,"06027","HAY, (EXCL ALFALFA)",845,100
"904","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","013","BOULDER",19250,"08013","HAY",15389,79.94
"905","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","029","KERN",14250,"06029","HAY, (EXCL ALFALFA)",7849,55.08
"906","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","014","BROOMFIELD",601,"08014","HAY",495,82.36
"907","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","031","KINGS",6977,"06031","HAY, (EXCL ALFALFA)",6791,97.33
"908","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","015","CHAFFEE",11638,"08015","HAY",11488,98.71
"909","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","017","CHEYENNE",15232,"08017","HAY",2137,14.03
"910","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","019","CLEAR CREEK",448,"08019","HAY",173,38.62
"911","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","037","LOS ANGELES",2044,"06037","HAY, (EXCL ALFALFA)",694,33.95
"912","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","021","CONEJOS",90868,"08021","HAY",86663,95.37
"913","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","039","MADERA",5800,"06039","HAY, (EXCL ALFALFA)",4626,79.76
"914","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","023","COSTILLA",21432,"08023","HAY",20298,94.71
"915","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","025","CROWLEY",5168,"08025","HAY",2982,57.7
"916","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","027","CUSTER",19046,"08027","HAY",17059,89.57
"917","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","029","DELTA",32819,"08029","HAY",32567,99.23
"918","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","047","MERCED",28460,"06047","HAY, (EXCL ALFALFA)",24007,84.35
"919","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","049","MODOC",37021,"06049","HAY, (EXCL ALFALFA)",33164,89.58
"920","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","033","DOLORES",6370,"08033","HAY",5752,90.3
"921","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","035","DOUGLAS",9353,"08035","HAY",1600,17.11
"922","CROPS","HAY, (EXCL ALFALFA) - ACRES HARVESTED","HAY","COUNTY",6,"CA","CALIFORNIA","053","MONTEREY",6603,"06053","HAY, (EXCL ALFALFA)",2588,39.19
"923","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","037","EAGLE",10421,"08037","HAY",10194,97.82
"924","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","039","ELBERT",31870,"08039","HAY",5322,16.7
"925","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","041","EL PASO",13148,"08041","HAY",4047,30.78
"926","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","043","FREMONT",8322,"08043","HAY",8138,97.79
"927","CROPS","HAY - ACRES HARVESTED","HAY","COUNTY",8,"CO","COLORADO","045","GARFIELD",39518,"08045","HAY",36034,91.18
